wrkstat,partyid,polviews,happy,rincome,born,race,sex,degree,age,marital,hrs1,pres12
Working parttime,"Ind,near dem",Liberal,Pretty happy,$15000 - 19999,Yes,White,Male,High school,24,Never married,6,Not applicable
Working fulltime,"Ind,near dem",Liberal,Pretty happy,$20000 - 24999,Yes,White,Male,Graduate,81,Divorced,50,Obama
Working fulltime,Not str democrat,Moderate,Not too happy,$25000 or more,Yes,White,Female,Junior college,33,Never married,60,Obama
Retired,Strong democrat,Liberal,Pretty happy,Not applicable,Yes,White,Female,Lt high school,89 or older,Widowed,Not applicable,Obama
Working parttime,Independent,Moderate,Pretty happy,$25000 or more,Yes,Other,Male,High school,23,Never married,65,Not applicable
Working fulltime,Independent,Moderate,Pretty happy,Not applicable,Yes,White,Female,High school,22,Never married,34,Not applicable
School,Not str democrat,Slightly liberal,Very happy,$25000 or more,Yes,White,Male,High school,31,Married,Not applicable,Obama
Other,No answer,Liberal,Very happy,Not applicable,Yes,Other,Female,Lt high school,34,Married,Not applicable,Not applicable
Retired,"Ind,near rep",Moderate,Pretty happy,Not applicable,Yes,White,Female,Lt high school,87,Widowed,Not applicable,Obama
Working fulltime,"Ind,near dem",Moderate,Pretty happy,$25000 or more,Yes,White,Female,High school,47,Divorced,55,Not applicable
Working fulltime,Strong republican,Moderate,Pretty happy,$25000 or more,Yes,White,Male,High school,35,Never married,45,Romney
Retired,Independent,Moderate,Pretty happy,Not applicable,Yes,White,Female,High school,76,Widowed,Not applicable,Not applicable
Retired,Not str democrat,Moderate,Pretty happy,Not applicable,Yes,White,Female,High school,44,Widowed,Not applicable,Not applicable
Temp not working,Not str republican,Conservative,Pretty happy,$25000 or more,Yes,White,Female,Bachelor,27,Never married,Not applicable,Not applicable
Working parttime,"Ind,near rep",Conservative,Very happy,$1000 to 2999,Yes,White,Female,High school,19,Never married,33,Not applicable
Working fulltime,"Ind,near dem",Moderate,Pretty happy,Don't know,No,Other,Female,Bachelor,39,Married,50,Not applicable
Keeping house,Strong democrat,Liberal,Pretty happy,Not applicable,Yes,White,Female,Bachelor,58,Married,Not applicable,Obama
Working fulltime,Independent,Moderate,Pretty happy,$25000 or more,Yes,White,Female,High school,42,Divorced,70,Not applicable
Keeping house,Not str republican,Slghtly conservative,Very happy,Not applicable,Yes,White,Female,High school,71,Divorced,Not applicable,Romney
Working fulltime,Not str democrat,Moderate,Pretty happy,Not applicable,Yes,Other,Female,High school,43,Married,32,Not applicable
Keeping house,Strong democrat,Slightly liberal,Very happy,$25000 or more,Yes,Black,Female,High school,30,Never married,Not applicable,Obama
Working fulltime,Not str democrat,Slghtly conservative,Very happy,$25000 or more,Yes,White,Female,Graduate,51,Married,40,Obama
Working fulltime,Not str republican,Moderate,Not too happy,$25000 or more,Yes,White,Female,High school,39,Divorced,45,Romney
Keeping house,Not str republican,Slightly liberal,Pretty happy,Not applicable,Yes,White,Female,High school,27,Married,Not applicable,Romney
Retired,Not str democrat,Slghtly conservative,Pretty happy,Not applicable,Yes,White,Male,Bachelor,66,Married,Not applicable,Obama
Working fulltime,"Ind,near dem",Slightly liberal,Very happy,$25000 or more,Yes,Black,Male,Graduate,60,Married,80,Obama
School,"Ind,near dem",Moderate,Not too happy,$10000 - 14999,Yes,White,Female,High school,19,Never married,Not applicable,Not applicable
Working fulltime,Independent,Conservative,Pretty happy,$25000 or more,Yes,White,Male,High school,30,Married,89,Not applicable
Working fulltime,Strong democrat,Extremely liberal,Pretty happy,$25000 or more,Yes,White,Female,High school,37,Married,40,Obama
Working fulltime,Strong republican,Conservative,Very happy,$25000 or more,Yes,White,Male,High school,50,Married,50,Romney
Working fulltime,Independent,Moderate,Very happy,$3000 to 3999,Yes,Other,Female,High school,35,Married,55,Not applicable
Working fulltime,Not str democrat,Liberal,Very happy,$25000 or more,Yes,White,Male,Bachelor,44,Married,40,Obama
Retired,Strong democrat,Moderate,Pretty happy,Not applicable,No,White,Female,High school,70,Married,Not applicable,Obama
Working parttime,Independent,Liberal,Very happy,Not applicable,Yes,Other,Female,Lt high school,20,Never married,30,Not applicable
Keeping house,Independent,Moderate,Very happy,Not applicable,No,White,Female,Lt high school,33,Never married,Not applicable,Not applicable
Working fulltime,Not str democrat,Moderate,Very happy,$25000 or more,No,White,Male,High school,51,Married,50,Not applicable
Other,Not str democrat,Liberal,Very happy,Not applicable,No,Other,Male,Lt high school,62,Married,Not applicable,Obama
Keeping house,"Ind,near rep",Moderate,Pretty happy,Not applicable,Yes,White,Female,High school,46,Married,Not applicable,Not applicable
Working fulltime,Not str democrat,Moderate,Not too happy,$25000 or more,No,White,Male,High school,47,Married,48,Not applicable
Working fulltime,Not str republican,Moderate,Very happy,$25000 or more,Yes,White,Female,Bachelor,56,Married,45,Other candidate (specify)
Working fulltime,"Ind,near rep",Moderate,Very happy,$8000 to 9999,Yes,White,Female,Graduate,27,Never married,40,Romney
Working fulltime,"Ind,near rep",Slghtly conservative,Pretty happy,$25000 or more,Yes,White,Female,Graduate,27,Married,50,Romney
Working fulltime,No answer,Don't know,Pretty happy,$25000 or more,No,Black,Male,Graduate,40,Divorced,50,Not applicable
Working fulltime,Independent,Moderate,Pretty happy,Refused,Yes,Other,Female,Junior college,32,Married,40,Not applicable
Retired,"Ind,near dem",Liberal,Very happy,$25000 or more,Yes,White,Female,Bachelor,63,Married,Not applicable,Obama
Working fulltime,"Ind,near dem",Moderate,Very happy,$25000 or more,Yes,White,Female,Bachelor,38,Married,36,Not applicable
Working parttime,"Ind,near dem",Slghtly conservative,Pretty happy,$1000 to 2999,Yes,Other,Male,Lt high school,35,Never married,10,Not applicable
Keeping house,Not str democrat,Extrmly conservative,Very happy,Not applicable,Yes,Other,Female,Lt high school,79,Never married,Not applicable,Obama
Other,"Ind,near dem",Moderate,Very happy,Not applicable,Yes,Other,Male,High school,47,Never married,Not applicable,Not applicable
Working fulltime,Strong democrat,Liberal,Very happy,$25000 or more,Yes,Other,Male,Bachelor,43,Divorced,40,Obama
Working fulltime,Independent,Don't know,Pretty happy,Refused,Yes,Other,Female,High school,44,Divorced,40,Not applicable
Keeping house,Independent,Liberal,Very happy,Not applicable,Yes,Other,Female,Lt high school,34,Never married,Not applicable,Not applicable
Working parttime,"Ind,near dem",Moderate,Very happy,$1000 to 2999,Yes,Other,Female,High school,43,Separated,37,Not applicable
Keeping house,Not str democrat,Don't know,Very happy,Not applicable,No,Black,Female,Lt high school,28,Never married,Not applicable,Not applicable
Working fulltime,Strong democrat,Slightly liberal,Not too happy,Refused,Yes,White,Female,High school,44,Never married,70,Obama
Working fulltime,Strong democrat,Moderate,Very happy,$25000 or more,Yes,Black,Female,High school,54,Widowed,60,Obama
Retired,Strong democrat,Liberal,Pretty happy,Not applicable,Yes,Black,Female,High school,79,Widowed,Not applicable,Obama
Other,"Ind,near dem",Liberal,Pretty happy,Not applicable,Yes,Black,Male,High school,59,Never married,Not applicable,Obama
Working parttime,"Ind,near rep",Liberal,Not too happy,$15000 - 19999,Yes,Black,Female,High school,28,Never married,22,Obama
"Unempl, laid off",Other party,Don't know,Pretty happy,Refused,Yes,Black,Male,High school,52,Divorced,Not applicable,Not applicable
Keeping house,Strong republican,Extrmly conservative,Pretty happy,Not applicable,Yes,White,Female,High school,63,Never married,Not applicable,Not applicable
Other,Independent,Don't know,Pretty happy,Not applicable,Yes,Black,Male,High school,30,Never married,Not applicable,Not applicable
"Unempl, laid off",Not str democrat,Moderate,Not too happy,Refused,Yes,Black,Female,High school,24,Never married,Not applicable,Obama
Working fulltime,Independent,Moderate,Pretty happy,$25000 or more,Yes,Black,Male,High school,29,Never married,40,Obama
Keeping house,Strong democrat,Liberal,Very happy,$25000 or more,Yes,White,Male,High school,46,Married,Not applicable,Obama
Working parttime,Not str democrat,Moderate,Pretty happy,$1000 to 2999,Yes,White,Female,High school,73,Divorced,7,Obama
Other,"Ind,near dem",Slightly liberal,Pretty happy,$25000 or more,Yes,White,Male,High school,57,Married,Not applicable,Romney
Working parttime,Independent,Moderate,Pretty happy,$6000 to 6999,Yes,White,Female,High school,20,Never married,33,Not applicable
Working fulltime,Not str republican,Conservative,Pretty happy,Refused,Yes,White,Male,Bachelor,51,Married,36,Romney
Working fulltime,Strong republican,Slghtly conservative,Very happy,$15000 - 19999,No,Other,Male,High school,43,Married,40,Romney
Working fulltime,Independent,Moderate,Pretty happy,$25000 or more,Yes,White,Male,Bachelor,65,Married,52,Obama
Keeping house,Independent,Moderate,Pretty happy,$5000 to 5999,Yes,White,Male,Junior college,28,Separated,Not applicable,Not applicable
Keeping house,"Ind,near dem",Liberal,Not too happy,Don't know,No,White,Male,Bachelor,25,Never married,Not applicable,Not applicable
"Unempl, laid off",Not str democrat,Conservative,Not too happy,Not applicable,Yes,White,Male,Lt high school,40,Never married,Not applicable,Obama
Keeping house,Strong democrat,No answer,Pretty happy,Not applicable,Yes,Black,Male,High school,56,Separated,Not applicable,Obama
Working fulltime,Independent,Moderate,Not too happy,Not applicable,No,Other,Male,Graduate,34,Married,40,Not applicable
Working parttime,Independent,Moderate,Not too happy,$3000 to 3999,Yes,White,Male,High school,27,Never married,8,Not applicable
Working fulltime,Independent,Slightly liberal,Pretty happy,$25000 or more,Yes,White,Female,High school,59,Divorced,60,Obama
Working parttime,"Ind,near rep",Moderate,Pretty happy,Not applicable,Yes,White,Female,High school,25,Married,12,Not applicable
Working parttime,Strong republican,Extrmly conservative,Very happy,$4000 to 4999,Yes,White,Male,Bachelor,56,Divorced,30,Romney
Keeping house,Independent,Slghtly conservative,Very happy,Not applicable,Yes,White,Female,High school,61,Married,Not applicable,Obama
Working fulltime,Not str democrat,Moderate,Very happy,$25000 or more,Yes,White,Female,High school,56,Married,40,Obama
Working parttime,Not str republican,Slghtly conservative,Very happy,$15000 - 19999,Yes,White,Female,Junior college,46,Separated,32,Obama
Working fulltime,Not str democrat,Liberal,Very happy,Not applicable,Yes,Other,Female,Bachelor,35,Married,40,Obama
Working fulltime,Strong democrat,Liberal,Pretty happy,$20000 - 24999,No,White,Female,Bachelor,31,Never married,45,Not applicable
"Unempl, laid off",Not str republican,Moderate,Pretty happy,Not applicable,Yes,White,Male,High school,57,Married,Not applicable,Romney
Working fulltime,Not str republican,Moderate,Pretty happy,$25000 or more,Yes,White,Female,High school,50,Married,50,Romney
"Unempl, laid off","Ind,near rep",Moderate,Pretty happy,$20000 - 24999,Yes,White,Male,High school,25,Never married,Not applicable,Not applicable
Working fulltime,Not str democrat,Moderate,Not too happy,$10000 - 14999,No,White,Female,High school,59,Divorced,40,Not applicable
Retired,Not str democrat,Liberal,Very happy,Not applicable,Yes,White,Male,High school,73,Married,Not applicable,Obama
"Unempl, laid off",Not str democrat,Moderate,Very happy,$25000 or more,No,Other,Male,High school,60,Separated,Not applicable,Not applicable
Retired,Not str democrat,Moderate,Pretty happy,Not applicable,No,White,Male,High school,66,Married,Not applicable,Obama
Retired,Independent,Moderate,Very happy,Not applicable,No,Other,Male,Lt high school,84,Married,Not applicable,Not applicable
Working fulltime,Strong democrat,Slightly liberal,Pretty happy,$10000 - 14999,Yes,Other,Female,Lt high school,57,Separated,40,Obama
Retired,"Ind,near rep",Conservative,Pretty happy,Not applicable,Yes,White,Male,High school,68,Widowed,Not applicable,Romney
Working fulltime,"Ind,near dem",Moderate,Pretty happy,$25000 or more,Yes,White,Female,High school,35,Never married,40,Obama
Keeping house,Not str republican,Conservative,Pretty happy,Not applicable,Yes,Other,Female,Bachelor,28,Married,Not applicable,Not applicable
"Unempl, laid off",Strong democrat,No answer,Pretty happy,Refused,Yes,White,Female,High school,35,Married,Not applicable,Obama
Working fulltime,"Ind,near dem",Moderate,Very happy,$25000 or more,Yes,White,Female,Graduate,42,Never married,35,Other candidate (specify)
"Unempl, laid off","Ind,near dem",Moderate,Pretty happy,$15000 - 19999,Yes,White,Female,High school,38,Divorced,Not applicable,Not applicable
Working fulltime,Not str democrat,Moderate,Very happy,$25000 or more,Yes,White,Male,Lt high school,69,Married,40,Obama
Retired,Not str republican,Moderate,Pretty happy,Not applicable,Yes,White,Male,High school,68,Divorced,Not applicable,Romney
Working fulltime,Strong democrat,Slightly liberal,Very happy,$25000 or more,Yes,White,Male,High school,44,Never married,40,Obama
Retired,Strong republican,Conservative,Pretty happy,Not applicable,Yes,White,Male,Bachelor,67,Married,Not applicable,Other candidate (specify)
Working fulltime,"Ind,near dem",Slghtly conservative,Pretty happy,$3000 to 3999,Yes,White,Female,High school,28,Never married,40,Obama
Working fulltime,"Ind,near rep",Moderate,Pretty happy,$25000 or more,Yes,White,Female,Bachelor,45,Married,5,Romney
Working fulltime,Strong republican,Conservative,Not too happy,Not applicable,Yes,White,Male,Bachelor,62,Divorced,42,Romney
Retired,Strong democrat,Liberal,Pretty happy,Not applicable,Yes,Black,Female,Graduate,68,Widowed,Not applicable,Obama
Working parttime,"Ind,near dem",Slghtly conservative,Very happy,$25000 or more,Yes,White,Female,Bachelor,34,Married,8,Obama
Working fulltime,"Ind,near dem",Liberal,Pretty happy,$25000 or more,No,White,Female,Bachelor,32,Divorced,60,Not applicable
Working fulltime,Independent,Extremely liberal,Very happy,$25000 or more,Yes,White,Female,Lt high school,24,Never married,50,Not applicable
Temp not working,Strong democrat,Liberal,Pretty happy,$25000 or more,Yes,White,Female,Graduate,31,Married,Not applicable,Obama
"Unempl, laid off",Strong democrat,Moderate,Very happy,$25000 or more,Yes,Black,Female,Bachelor,32,Never married,Not applicable,Obama
Working parttime,Not str democrat,Liberal,Pretty happy,$15000 - 19999,Yes,White,Male,High school,22,Never married,35,Not applicable
Working fulltime,Not str democrat,Moderate,Pretty happy,$7000 to 7999,Yes,Black,Male,High school,25,Never married,57,Not applicable
Temp not working,"Ind,near rep",Slghtly conservative,Pretty happy,$15000 - 19999,No,Black,Female,Bachelor,34,Married,Not applicable,Not applicable
"Unempl, laid off",No answer,Conservative,Not too happy,Lt $1000,No,Other,Female,High school,35,Married,Not applicable,Not applicable
